OBJECTID,feature_id,site_no,site_name,da_sqkm,lat_reachCent,lon_reachCent
3738,9454631,01410150,East Branch Bass River near New Gretna NJ,8.1099997,39.6230545,-74.4413910
3739,9454449,01409810,West Branch Wading River near Jenkins NJ,84.0999985,39.6880569,-74.5480576
3740,9454601,01409280,Westecunk Creek at Stafford Forge NJ,15.8000002,39.6666679,-74.3202744
3741,9509670,01304000,NISSEQUOGUE RIVER NEAR SMITHTOWN NY,27.0000000,40.8494453,-73.2241669
3742,9509194,01303500,COLD SPRING BROOK AT COLD SPRING HARBOR NY,7.8299999,40.8572235,-73.4633331
3743,9499614,01306460,CONNETQUOT BK NR CENTRAL ISLIP NY,21.8999996,40.7719460,-73.1586075
3744,9499682,01308500,CARLLS RIVER AT BABYLON NY,35.4000015,40.7086105,-73.3283310
3745,9499694,01309500,MASSAPEQUA CREEK AT MASSAPEQUA NY,38.5999985,40.6888885,-73.4547195
3746,6241423,01302020,BRONX RIVER AT NY BOTANICAL GARDEN AT BRONX NY,38.4000015,40.8623047,-73.8743896
3747,6250666,01391500,Saddle River at Lodi NJ,54.5999985,40.8902779,-74.0805588
3748,6251098,01389890,Passaic River at Dundee Dam at Clifton NJ,805.0000000,40.8858337,-74.1283340
3749,6263222,01407500,Swimming River near Red Bank NJ,49.2000008,40.3197212,-74.1155548
3750,9499706,01311500,VALLEY STREAM AT VALLEY STREAM NY,3.7700000,40.6636124,-73.7044449
3751,9441199,01408029,Manasquan River near Allenwood NJ,63.2999992,40.1466675,-74.1222229
3752,6262928,01407705,Shark River near Neptune City NJ,9.9600000,40.1986122,-74.0699997
3753,6262926,01407760,Jumping Brook near Neptune City NJ,6.4600000,40.2033348,-74.0658340
3754,6250676,01389500,Passaic River at Little Falls NJ,762.0000000,40.8847237,-74.2261124
3755,6250690,01381900,Passaic River at Pine Brook NJ,349.0000000,40.8624992,-74.3216629
3756,6250768,01392500,Second River at Belleville NJ,11.6000004,40.7880554,-74.1716690
3757,6249966,01389550,Peckman River at Little Falls NJ,7.8200002,40.8719444,-74.2222214
3758,6261548,01395000,Rahway River at Rahway NJ,40.9000015,40.6188889,-74.2833328
3759,6261526,01394500,Rahway River near Springfield NJ,25.5000000,40.6875000,-74.3116684
3760,6261532,01393450,Elizabeth River at Ursino Lake at Elizabeth NJ,16.8999996,40.6749992,-74.2219467
3761,6262800,01407290,Big Brook near Marlboro NJ,6.4200001,40.3197212,-74.2141647
3762,9442083,01408000,Manasquan River at Squankum NJ,44.0000000,40.1613884,-74.1547241
3763,9442143,01408120,North Branch Metedeconk River near Lakewood NJ,34.9000015,40.0916672,-74.1524963
3764,9453743,01408500,Toms River near Toms River NJ,123.0000000,39.9863892,-74.2233353
3765,6249860,01381000,Rockaway River below Reservoir at Boonton NJ,119.0000000,40.8969460,-74.3947220
3766,6249998,01381800,Whippany River near Pine Brook NJ,68.5000000,40.8450012,-74.3472214
3767,6250748,01381500,Whippany River at Morristown NJ,29.3999996,40.8072205,-74.4569473
3768,6250096,01381400,Whippany River near Morristown NJ,14.0000000,40.8122215,-74.5119476
3769,6250836,01379500,Passaic River near Chatham NJ,100.0000000,40.7261124,-74.3897247
3770,6250860,01379000,Passaic River near Millington NJ,55.4000015,40.6800003,-74.5288925
3771,6250812,01379530,Canoe Brook near Summit NJ,11.0000000,40.7444458,-74.3536148
3772,9513328,01403900,Bound Brook at Middlesex NJ,48.4000015,40.5849991,-74.5077744
3773,9512912,01403400,Green Brook at Seeley Mills NJ,6.2300000,40.6661110,-74.4038925
3774,9513378,01403060,Raritan River below Calco Dam at Bound Brook NJ,785.0000000,40.5511093,-74.5483322
3775,9515956,01405400,Manalapan Brook at Spotswood NJ,40.7000008,40.3894463,-74.3905563
3776,9513054,01403540,Stony Brook at Watchung NJ,5.5100002,40.6363907,-74.4513855
3777,9514662,01405030,Lawrence Brook at Westons Mills NJ,44.9000015,40.4830551,-74.4127808
3778,9515546,01406050,Deep Run at Old Bridge NJ,16.0000000,40.4150009,-74.3488922
3779,4492036,01466500,McDonalds Branch in Byrne State Forest NJ,2.3499999,39.8849983,-74.5052795
3780,9513852,01400500,Raritan River at Manville NJ,490.0000000,40.5555573,-74.5827789
3781,9513840,01400000,North Branch Raritan River near Raritan NJ,190.0000000,40.5705566,-74.6791687
3782,9513796,01398500,North Branch Raritan River near Far Hills NJ,26.2000008,40.7083321,-74.6361084
3783,9513794,01399500,Lamington (Black) River near Pottersville NJ,32.7999992,40.7275009,-74.7302780
3784,9513068,01399670,South B Rockaway Creek at Whitehouse Station NJ,11.3000002,40.6194458,-74.7736130
3785,9514706,01402000,Millstone River at Blackwells Mills NJ,258.0000000,40.4749985,-74.5758362
3786,9512948,01399100,Middle Brook at Burnt Mills NJ,6.6700001,40.6494446,-74.6816635
3787,9513122,01403150,West Branch Middle Brook near Martinsville NJ,1.9900000,40.6122208,-74.5908356
3788,9514754,01401650,Pike Run at Belle Mead NJ,5.3600001,40.4680557,-74.6488876
3789,9515592,01401000,Stony Brook at Princeton NJ,44.5000000,40.3330574,-74.6819458
3790,2590117,01463620,Assunpink Creek near Clarksville NJ,34.2999992,40.2697220,-74.6719437
3791,2590243,01463740,"Shabakunk C at Sylva Lake Dam at Ewingville, NJ",10.3299999,40.2711105,-74.7733307
3792,2590137,01464000,Assunpink Creek at Trenton NJ,90.5999985,40.2241669,-74.7491684
3793,4481607,01464500,Crosswicks Creek at Extonville NJ,81.5000000,40.1372223,-74.5999985
3794,4492122,01465850,South Branch Rancocas Creek at Vincentown NJ,64.5000000,39.9399986,-74.7630539
3795,4491898,01467000,North Branch Rancocas Creek at Pemberton NJ,118.0000000,39.9700012,-74.6844406
3796,4491946,01466900,Greenwood Branch at New Lisbon NJ,77.9000015,39.9561119,-74.6277771
3797,9513836,01397000,South Branch Raritan River at Stanton NJ,147.0000000,40.5722237,-74.8680573
3798,9513810,01396500,South Branch Raritan River near High Bridge NJ,65.3000031,40.6777763,-74.8791656
3799,9515526,01398000,Neshanic River at Reaville NJ,25.7000008,40.4733315,-74.8277740
3800,9512952,01396660,Mulhockaway Creek at Van Syckel NJ,11.8000002,40.6474991,-74.9688873
3801,9513784,01396582,Spruce Run at Main Street at Glen Gardner NJ,12.3000002,40.6913872,-74.9369431
3802,9513994,01396800,Spruce Run at Clinton NJ,41.2999992,40.6399994,-74.9155579
3803,2586809,01445500,Pequest River at Pequest NJ,106.0000000,40.8305550,-74.9777756
3804,2591267,01460880,Lockatong Creek at Raven Rock NJ,22.8999996,40.4161110,-75.0177765
3805,2590277,01463500,Delaware River at Trenton NJ,6780.0000000,40.2216682,-74.7780533
3806,4480911,01465500,"Neshaminy Creek near Langhorne, PA",210.0000000,40.1739998,-74.9568329
3807,4483009,01465200,"Neshaminy Creek near Penns Park, PA",157.0000000,40.2518425,-75.0087051
3808,4488242,01465798,"Poquessing Creek at Grant Ave. at Philadelphia, PA",21.3999996,40.0570564,-74.9851685
3809,4495672,01467081,South Branch Pennsauken Creek at Cherry Hill NJ,8.9799995,39.9416656,-75.0011139
3810,2588261,01457000,Musconetcong River near Bloomsbury NJ,141.0000000,40.6722221,-75.0608368
3811,2588381,01446500,Delaware River at Belvidere NJ,4535.0000000,40.8263893,-75.0824966
3812,2591219,01459500,"Tohickon Creek near Pipersville, PA",97.4000015,40.4337158,-75.1165619
3813,2588225,01446000,Beaver Brook near Belvidere NJ,36.7000008,40.8433342,-75.0463867
3814,2588233,01446775,"Bushkill Creek ab Rt 33 bridge at Tatamy, PA",31.1000004,40.7489853,-75.2651749
3815,4188251,01454700,"Lehigh River at Glendon, PA",1359.0000000,40.6692657,-75.2362900
3816,4482999,01464750,"Neshaminy Creek near Rushland, PA",91.0000000,40.2603836,-75.0348892
3817,4482733,01464720,"NB Neshaminy Creek at Chalfont, PA",31.5000000,40.2881622,-75.2037811
3818,4482695,01464645,"NB Neshaminy Cr bl Lake Galena nr New Britain, PA",16.2000008,40.3123283,-75.2065659
3819,4482885,01464907,Little Neshaminy C at Valley Road nr Neshaminy PA,26.7999992,40.2292747,-75.1196136
3820,4494690,01467150,Cooper River at Haddonfield NJ,17.0000000,39.9030571,-75.0213852
3821,4489180,01467086,"Tacony Creek ab Adams Avenue, Philadelphia, PA",16.7000008,40.0465012,-75.1107330
3822,4495680,01475548,"Cobbs Creek at Mt. Moriah Cemetery, Philadelphia",19.8999996,39.9327850,-75.2376328
3823,4495656,01475530,"Cobbs Cr at U.S. Hghwy No. 1 at Philadelphia, PA",4.7800002,39.9748344,-75.2799072
3824,4489178,01467048,"Pennypack Cr at Lower Rhawn St Bdg, Phila., PA",49.7999992,40.0501099,-75.0326691
3825,4489170,01467042,"Pennypack Creek at Pine Road, at Philadelphia, PA",37.9000015,40.0898323,-75.0690613
3826,4489158,01467036,"Pennypack Creek trib at Hatboro, PA",4.3600001,40.1809425,-75.1121140
3827,4489096,01467087,"Frankford Creek at Castor Ave, Philadelphia, PA",30.3999996,40.0159454,-75.0968399
3828,4784831,01474500,"Schuylkill River at Philadelphia, PA",1893.0000000,39.9678917,-75.1885147
3829,4782187,01474000,"Wissahickon Creek at Mouth, Philadelphia, PA",64.0000000,40.0153885,-75.2068481
3830,4782009,01472620,"East Branch Perkiomen Creek near Dublin, PA",4.0500002,40.4039917,-75.2343445
3831,4781731,01473900,"Wissahickon Creek at Fort Washington, PA",40.7999992,40.1240005,-75.2199020
3832,4188273,01453000,"Lehigh River at Bethlehem, PA",1279.0000000,40.6153755,-75.3787918
3833,4187925,01449360,"Pohopoco Creek at Kresgeville, PA",49.9000015,40.8975906,-75.5024109
3834,4188007,01452000,"Jordan Creek at Allentown, PA",75.8000031,40.6231537,-75.4824066
3835,4187763,01451650,Little Lehigh Creek at Tenth St. Br. at Allentown,98.1999969,40.5964851,-75.4740753
3836,4188011,01451500,"Little Lehigh Creek near Allentown, PA",80.8000031,40.5823212,-75.4829636
3837,4188017,01452500,"Monocacy Creek at Bethlehem, PA",44.5000000,40.6412086,-75.3793488
3838,4494460,01475850,"Crum Creek near Newtown Square, PA",15.8000002,39.9764977,-75.4365845
3839,4495704,01476480,"Ridley Creek at Media, PA",30.5000000,39.9162216,-75.4032516
3840,4495846,01477000,"Chester Creek near Chester, PA",61.0999985,39.8689995,-75.4082489
3841,4782501,01473500,"Schuylkill River at Norristown, PA",1760.0000000,40.1112175,-75.3468475
3842,4782107,01473000,"Perkiomen Creek at Graterford, PA",279.0000000,40.2295456,-75.4515686
3843,4781261,01472810,"East Branch Perkiomen Creek near Schwenksville, PA",58.7000008,40.2587128,-75.4287872
3844,4780723,01472198,"Perkiomen Creek at East Greenville, PA",38.0000000,40.3939896,-75.5154572
3845,4781877,01473169,Valley Creek at PA Turnpike Br near Valley Forge,20.7999992,40.0792732,-75.4607468
3846,4780787,01472199,"West Branch Perkiomen Creek at Hillegass, PA",23.0000000,40.3739891,-75.5223999
3847,4188205,01451000,"Lehigh River at Walnutport, PA",889.0000000,40.7570381,-75.6029663
3848,4187341,01449800,"Pohopoco Cr bl Beltzville Dam nr Parryville, PA",249.6699982,40.8455544,-75.6461105
3849,4188159,01449000,"Lehigh River at Lehighton, PA",591.0000000,40.8292580,-75.7051926
3850,4187713,01451800,"Jordan Creek near Schnecksville, PA",53.0000000,40.6617622,-75.6268539
3851,4187957,01450500,"Aquashicola Creek at Palmerton, PA",76.6999969,40.8062057,-75.5979614
3852,4782441,01472000,"Schuylkill River at Pottstown, PA",1147.0000000,40.2417641,-75.6515732
3853,4780921,01471875,"Manatawny Creek near Spangsville, PA",56.9000015,40.3395386,-75.7421341
3854,4782153,01472157,"French Creek near Phoenixville, PA",59.0999985,40.1514893,-75.6013031
3855,4650548,01480870,"East Branch Brandywine Creek below Downingtown, PA",89.9000015,39.9687195,-75.6732712
3856,4648568,01480700,"East Branch Brandywine Creek near Downingtown, PA",60.5999985,40.0348282,-75.7085495
3857,4650580,01480617,"West Branch Brandywine Creek at Modena, PA",55.0000000,39.9617729,-75.8013306
3858,4650698,01480638,"Broad Run at Northbrook, PA",6.3899999,39.9303856,-75.6846619
3859,4648506,01480685,"Marsh Creek near Downingtown, PA",20.2999992,40.0553818,-75.7163239
3860,4648686,01480675,"Marsh Creek near Glenmoore, PA",8.5699997,40.0978775,-75.7416000
3861,4652052,01481000,"Brandywine Creek at Chadds Ford, PA",287.0000000,39.8698311,-75.5932617
3862,4782313,01471510,"Schuylkill River at Reading, PA",880.0000000,40.3348160,-75.9363174
3863,4778811,01469500,"Little Schuylkill River at Tamaqua, PA",42.9000015,40.8070335,-75.9718704
3864,4782017,01471000,"Tulpehocken Creek near Reading, PA",211.0000000,40.3689804,-75.9791031
3865,4783213,01470960,Tulpehocken Cr at Blue Marsh Damsite near Reading,175.0000000,40.3706474,-76.0252151
3866,4779167,01470500,"Schuylkill River at Berne, PA",355.0000000,40.5225945,-75.9982681
3867,932040162,01480500,"West Branch Brandywine Creek at Coatesville, PA",45.7999992,39.9856606,-75.8274460
3868,4648694,01480300,"West Branch Brandywine Creek near Honey Brook, PA",18.7000008,40.0728798,-75.8607712
3869,4648544,01480400,"Birch Run near Wagontown, PA",4.5500002,40.0273247,-75.8449478
3870,4779607,01468500,"Schuylkill River at Landingville, PA",133.0000000,40.6292572,-76.1246643
3871,4783101,01470779,"Tulpehocken Creek near Bernville, PA",70.4000015,40.4134254,-76.1716156
3872,4724801,01576787,"Pequea Creek at Martic Forge, PA",148.0000000,39.9059334,-76.3282928
3873,4726049,015765195,"Big Spring Run near Mylin Corners, PA",1.6799999,39.9959373,-76.2640381
3874,4724385,015765185,Unnamed Trib to Big Spring Run nr Willow Street PA,1.0500000,39.9911919,-76.2639542
3875,4722137,01576500,"Conestoga River at Lancaster, PA",324.0000000,40.0500984,-76.2771835
3876,4708726,01573000,"Swatara Creek at Harper Tavern, PA",337.0000000,40.4025879,-76.5771866
3877,4708462,01572190,"Swatara Creek near Inwood, PA",167.0000000,40.4792557,-76.5307999
3878,4707802,01572025,"Swatara Creek near Pine Grove, PA",116.0000000,40.5325890,-76.4021759
3879,4709060,01573160,"Quittapahilla Creek near Bellegrove, PA",74.1999969,40.3426094,-76.5618896
3880,4724553,01576754,"Conestoga River at Conestoga, PA",470.0000000,39.9464874,-76.3677368
3881,4722217,01576000,"Susquehanna River at Marietta, PA",25990.0000000,40.0545425,-76.5307999
3882,4518742,01554000,"Susquehanna River at Sunbury, PA",18300.0000000,40.8345299,-76.8266373
3883,4709260,01573560,"Swatara Creek near Hershey, PA",483.0000000,40.2984238,-76.6677475
3884,4721721,01575585,"Codorus Creek at Pleasureville, PA",267.0000000,40.0187073,-76.6930237
3885,4726065,01575500,"Codorus Creek near York, PA",222.0000000,39.9462090,-76.7552490
3886,4726129,01574500,"Codorus Creek at Spring Grove, PA",75.5000000,39.8787117,-76.8533096
3887,4722109,01574000,"West Conewago Creek near Manchester, PA",510.0000000,40.0823174,-76.7199707
3888,4518306,01555500,"East Mahantango Creek near Dalmatia, PA",162.0000000,40.6111946,-76.9119186
3889,4710000,01570500,"Susquehanna River at Harrisburg, PA",24100.0000000,40.2548103,-76.8860855
3890,4712048,01570000,"Conodoguinet Creek near Hogestown, PA",470.0000000,40.2522240,-77.0211105
3891,4709484,01571500,"Yellow Breeches Creek near Camp Hill, PA",213.0000000,40.2248116,-76.8980255
3892,4724617,01573825,"West Conewago Creek at East Berlin, PA",218.0000000,39.9412231,-76.9899979
3893,4520418,01555000,"Penns Creek at Penns Creek, PA",301.0000000,40.8667488,-77.0483093
3894,4699925,01567000,"Juniata River at Newport, PA",3354.0000000,40.4784164,-77.1291504
3895,4710668,01568000,"Sherman Creek at Shermans Dale, PA",207.0000000,40.3234177,-77.1688690
3896,4727061,01573849,"Bermudian Creek at Oxford Road nr Heidlersburg, PA",10.1999998,39.9802208,-77.1546097
3897,4697481,01566000,"Tuscarora Creek near Port Royal, PA",214.0000000,40.5153580,-77.4191589
3898,4711318,01569460,"Big Spring Creek at Big Spring, PA",0.0000000,40.1295319,-77.4072113
3899,4711782,01571184,"Mountain Creek near Pine Grove Furnace, PA",13.8000002,40.0309258,-77.3085938
3900,4710396,01567500,"Bixler Run near Loysville, PA",15.0000000,40.3709145,-77.4022064
3901,4697437,01565000,"Kishacoquillas Creek at Reedsville, PA",164.0000000,40.6547928,-77.5830536
3902,4697593,01564895,"Juniata River at Lewistown, PA",2519.0000000,40.5945168,-77.5824966
3903,8140280,01546400,"Spring Creek at Houserville, PA",58.5000000,40.8336716,-77.8274994
3904,4700071,01563500,"Juniata River at Mapleton Depot, PA",2030.0000000,40.3922997,-77.9349976
3905,4699337,01564512,"Aughwick Creek near Shirleysburg, PA",301.0000000,40.2820244,-77.8905563
3906,4699877,01564500,"Aughwick Creek near Three Springs, PA",205.0000000,40.2125816,-77.9252777
3907,4684346,01559000,"Juniata River at Huntingdon, PA",816.0000000,40.4847946,-78.0188904
3908,4682638,01558000,"Little Juniata River at Spruce Creek, PA",220.0000000,40.6125679,-78.1405640
3909,4688455,01563200,"Rays Br Juniata R bl Rays Dam nr Huntingdon, PA",960.0000000,40.4289627,-77.9911118
3910,5892356,01613050,"Tonoloway Creek near Needmore, PA",10.6999998,39.8984222,-78.1322327
3911,4683152,01557500,"Bald Eagle Creek at Tyrone, PA",44.0999985,40.6836739,-78.2336273
3912,4684242,01556000,"Frankstown Br Juniata River at Williamsburg, PA",291.0000000,40.4631271,-78.1997299
3913,4690429,01562000,"Raystown Branch Juniata River at Saxton, PA",756.0000000,40.2159119,-78.2652893
3914,4690113,01560000,"Dunning Creek at Belden, PA",172.0000000,40.0717468,-78.4925156
3915,4689741,01559790,"Raystown Branch Juniata River at Wolfsburg, PA",132.0000000,40.0459137,-78.5289078
3916,4673267,01541000,"West Branch Susquehanna River at Bower, PA",315.0000000,40.8970070,-78.6769714
3917,4754886,03041500,"Conemaugh River at Seward, PA",715.0000000,40.4192390,-79.0261383
3918,4753772,03041029,"Conemaugh River at Minersville, PA",678.0000000,40.3413887,-78.9261093
3919,4753658,03040000,"Stonycreek River at Ferndale, PA",451.0000000,40.2856293,-78.9205780
3920,4753644,03041000,"Little Conemaugh River at East Conemaugh, PA",183.0000000,40.3459053,-78.8825226
3921,4741771,03034500,"Little Mahoning Creek at McCormick, PA",87.4000015,40.8361740,-79.1100388
3922,4752366,03042500,"Two Lick Creek at Graceton, PA",171.0000000,40.5172882,-79.1716995
3923,4752350,03042280,"Yellow Creek near Homer City, PA",57.4000015,40.5725670,-79.1033630
3924,4754050,03042000,"Blacklick Creek at Josephine, PA",193.0000000,40.4770126,-79.1866989
3925,4582730,03044810,"Linn Run at Linn Run State Park near Rector, PA",8.0000000,40.1688881,-79.2338867
3926,3808745,03079000,"Casselman River at Markleton, PA",382.0000000,39.8599167,-79.2288361
3927,4741899,03038000,"Crooked Creek at Idaho, PA",191.0000000,40.6547890,-79.3486481
3928,4754924,03044000,"Conemaugh River at Tunnelton, PA",1358.0000000,40.4545135,-79.3908691
3929,4582480,03045000,"Loyalhanna Creek at Kingston, PA",172.0000000,40.2925720,-79.3405914
3930,4742165,03036500,"Allegheny River at Kittanning, PA",8973.0000000,40.8203430,-79.5314331
3931,4741239,03039000,Crooked Creek at Crooked Creek Dam near Ford City,278.0000000,40.7203407,-79.5114365
3932,4581930,03048500,"Kiskiminetas River at Vandergrift, PA",1825.0000000,40.6045113,-79.5519867
3933,4583044,03047000,"Loyalhanna Creek at Loyalhanna Dam, PA",290.0000000,40.4588890,-79.4494476
3934,3806299,03082500,"Youghiogheny River at Connellsville, PA",1326.0000000,40.0175285,-79.5932236
3935,3808977,03081500,"Youghiogheny River at Ohiopyle, PA",1062.0000000,39.8659096,-79.4944839
3936,11049994,03049500,"Allegheny River at Natrona, PA",11410.0000000,40.6153450,-79.7183838
3937,11049880,03049000,"Buffalo Creek near Freeport, PA",137.0000000,40.7164459,-79.6999130
3938,3787171,03074500,"Redstone Creek at Waltersburg, PA",73.6999969,39.9800758,-79.7642059
3939,3806147,03083500,"Youghiogheny River at Sutersville, PA",1715.0000000,40.2402229,-79.8066940
3940,11049744,03049800,"Little Pine Creek near Etna, PA",5.7800002,40.5203476,-79.9381104
3941,3785895,03075070,"Monongahela River at Elizabeth, PA",5340.0000000,40.2622910,-79.9011612
3942,3789647,03073000,"South Fork Tenmile Creek at Jefferson, PA",180.0000000,39.9231300,-80.0725555
3943,3821223,03086000,"Ohio River at Sewickley, PA",19500.0000000,40.5492325,-80.2056122
3944,3823985,03085500,"Chartiers Creek at Carnegie, PA",257.0000000,40.4006233,-80.0964432
3945,3820883,03108000,"Raccoon Creek at Moffatts Mill, PA",178.0000000,40.6278458,-80.3375626
3946,19464254,03107500,"Beaver River at Beaver Falls, PA",3106.0000000,40.7633972,-80.3150635
3947,19464300,03105500,"Beaver River at Wampum, PA",2235.0000000,40.8886757,-80.3370056
3948,10926401,03106000,"Connoquenessing Creek near Zelienople, PA",356.0000000,40.8170090,-80.2422867
3949,10925875,03106500,"Slippery Rock Creek at Wurtemburg, PA",398.0000000,40.8839531,-80.2336731
3950,3819547,03109500,Little Beaver Creek near East Liverpool OH,496.0000000,40.6758957,-80.5406265
3951,3822659,03110830,"KINGS CREEK AT WEIRTON, WV",48.9000015,40.4356232,-80.5925751
3952,3820543,03110000,Yellow Creek near Hammondsville OH,147.0000000,40.5378418,-80.7250748
3953,19452609,03112000,"WHEELING CREEK AT ELM GROVE, WV",281.0000000,40.0445175,-80.6609116
3954,19453023,03111500,Short Creek near Dillonvale OH,123.0000000,40.1934052,-80.7342453
3955,19452479,03111548,Wheeling Creek below Blaine OH,97.6999969,40.0670166,-80.8084183
3956,19454103,03113990,Captina Creek at S.R. 148 at Armstrongs Mills OH,127.0000000,39.9067383,-80.9359283
3957,19392614,03126000,Stillwater Creek at Piedmont OH,122.0000000,40.1947899,-81.2153854
3958,19392430,03120500,McGuire Creek near Leesville OH,48.2999992,40.4703407,-81.1964951
3959,19392546,03127000,Stillwater Creek at Tippecanoe OH,282.0000000,40.2703438,-81.2903900
3960,19392708,03124800,Tuscarawas River at New Philadelphia OH,1814.0000000,40.4808998,-81.4481735
3961,19388778,03117500,Sandy Creek at Waynesburg OH,253.0000000,40.6725616,-81.2598343
3962,19389766,03118500,Nimishillen Creek at North Industry OH,172.0000000,40.7497215,-81.3694458
3963,19388196,03118000,Middle Branch Nimishillen Creek at Canton OH,43.0999985,40.8414459,-81.3537216
3964,19389922,03121850,Huff Run at Mineral City OH,12.3000002,40.5972862,-81.3590012
3965,15373634,03141500,Seneca Fork bl Senecaville Dam near Senecaville OH,118.0000000,39.9245148,-81.4378967
3966,19392918,03129000,Tuscarawas River at Newcomerstown OH,2443.0000000,40.2614594,-81.6090088
3967,19389648,03117000,Tuscarawas River at Massillon OH,518.0000000,40.7703362,-81.5240097
3968,19389138,03124500,Sugar Creek at Strasburg OH,311.0000000,40.5875626,-81.5231781
3969,15371560,03142000,Wills Creek at Cambridge OH,406.0000000,40.0145149,-81.5870667
3970,15372674,03141870,Leatherwood Creek near Kipling OH,69.5000000,39.9900703,-81.4956741
3971,15400312,03140000,Mill Creek near Coshocton OH,27.2000008,40.3628464,-81.8623581
3972,15380941,03149500,Salt Creek near Chandlersville OH,75.6999969,39.9086800,-81.8604126
3973,15379381,03140500,Muskingum River near Coshocton OH,4859.0000000,40.2484055,-81.8729095
3974,15399982,03139000,Killbuck Creek at Killbuck OH,464.0000000,40.4814529,-81.9859772
3975,15380191,03144500,Muskingum River at Dresden OH,5993.0000000,40.1203461,-81.9995804
3976,15380169,03144000,Wakatomika Creek near Frazeysburg OH,140.0000000,40.1325684,-82.1479187
3977,15401606,03136500,Kokosing River at Mount Vernon OH,202.0000000,40.4056168,-82.4998856
3978,15363885,03146500,Licking River near Newark OH,537.0000000,40.0592308,-82.3395920
3979,15362745,03146000,North Fork Licking River at Utica OH,116.0000000,40.2281189,-82.4515457
3980,15365291,03145000,South Fork Licking River near Hebron OH,133.0000000,39.9886742,-82.4748764
3981,15363353,03145483,Raccoon Creek near Granville OH,78.1999969,40.0688896,-82.5516663
3982,15365423,03144816,South Fork Licking River at Kirkersville OH,47.0000000,39.9636116,-82.5986099
3983,5213261,03228500,Big Walnut Creek at Central College OH,190.0000000,40.1036758,-82.8840637
3984,5213097,03228300,Big Walnut Creek at Sunbury OH,101.0000000,40.2361717,-82.8512878
3985,5212897,03228750,Alum Creek near Kilbourne OH,64.9000015,40.3567276,-82.9215698
3986,5210827,03223425,Whetstone Creek at Mt Gilead OH,37.9000015,40.5489502,-82.8212891
3987,15614242,04196000,Sandusky River near Bucyrus OH,88.8000031,40.8036690,-83.0057449
3988,5217115,03229500,Big Walnut Creek at Rees OH,544.0000000,39.8567314,-82.9571228
3989,5213149,03228805,Alum Creek at Africa OH,122.0000000,40.1822853,-82.9615707
3990,5215055,03226800,Olentangy River near Worthington OH,497.0000000,40.1103401,-83.0318527
3991,5214379,03225500,Olentangy River near Delaware OH,393.0000000,40.3550606,-83.0671310
3992,5215353,03219500,Scioto River near Prospect OH,567.0000000,40.4195061,-83.1971359
3993,5217811,03230450,Hellbranch Run near Harrisburg OH,35.7999992,39.8478317,-83.1573334
3994,5214699,03220000,Mill Creek near Bellepoint OH,178.0000000,40.2483940,-83.1738052
3995,5215647,03221000,Scioto River below O'Shaughnessy Dam nr Dublin OH,980.0000000,40.1433945,-83.1204681
3996,5218167,03227500,Scioto River at Columbus OH,1629.0000000,39.9095078,-83.0090714
3997,15614706,04196500,Sandusky River near Upper Sandusky OH,298.0000000,40.8506126,-83.2563095
3998,5211691,03217500,Scioto River at La Rue OH,257.0000000,40.5719452,-83.3841629
3999,5217611,03230310,Little Darby Creek at West Jefferson OH,162.0000000,39.9511719,-83.2693634
4000,3982120,03266560,Mad River at West Liberty OH - 03266560,36.5999985,40.2522774,-83.7496567
4001,3985530,03269500,Mad River near Springfield OH,490.0000000,39.9231148,-83.8702087
4002,3985518,03267900,Mad River at St Paris Pike at Eagle City OH,310.0000000,39.9642258,-83.8315964
4003,3981712,03267000,Mad River near Urbana OH,162.0000000,40.1075592,-83.7990952
4004,3981308,03260706,Bokengehalas Creek at De Graff OH,40.4000015,40.3111649,-83.9124374
4005,15653137,04187100,Ottawa River at Lima OH,128.0000000,40.7247734,-84.1263351
4006,3986312,03263000,Great Miami River at Taylorsville OH,1149.0000000,39.8728333,-84.1641083
4007,3984712,03262700,Great Miami River at Troy OH,926.0000000,40.0403328,-84.1977234
4008,3990680,03262500,Great Miami River at Piqua OH,866.0000000,40.1508827,-84.2288361
4009,3983110,03261500,Great Miami River at Sidney OH,541.0000000,40.2869949,-84.1499405
4010,3984508,03262000,Loramie Creek at Lockington OH,257.0000000,40.2144928,-84.2441101
4011,3984740,03261950,Loramie Creek near Newport OH,152.0000000,40.3069916,-84.3838348
4012,3984094,03265000,Stillwater River at Pleasant Hill OH,503.0000000,40.0578308,-84.3560562
4013,3983862,03264000,Greenville Creek near Bradford OH,193.0000000,40.1022720,-84.4299469
4014,15673583,402913084285400,Chickasaw Creek at St. Marys OH,16.3999996,40.4869461,-84.4816666
4015,15672195,04180988,St. Marys River at Rockford OH,340.0000000,40.6947708,-84.6466217
4016,15671969,04181500,"ST. MARYS RIVER AT DECATUR, IN",621.0000000,40.8481026,-84.9377441
4017,3921201,03274650,"WHITEWATER RIVER NEAR ECONOMY, IN",10.3999996,40.0042114,-85.1155167
4018,18508556,03323000,"WABASH RIVER AT BLUFFTON, IND",532.0000000,40.7417145,-85.1719131
4019,18508418,03322900,"WABASH RIVER AT LINN GROVE, IN",453.0000000,40.6561584,-85.0327454
4020,18508532,03324000,"LITTLE RIVER NEAR HUNTINGTON, IN",263.0000000,40.8985558,-85.4131699
