feature_id,site_no,site_name,da_sqkm,lat_reachCent,lon_reachCent
7329862,6867500,"PARADISE C NR PARADISE, KS",212,39.073658,-98.853714
7331192,6867000,"SALINE R NR RUSSELL, KS",1502,38.9658432,-98.8545303
18852688,6872500,"NF SOLOMON R AT PORTIS, KS",2315,39.5550117,-98.6922913
5955735,6874000,"SF SOLOMON R AT OSBORNE, KS",2012,39.4277878,-98.6942368
18867596,6868200,"SALINE R AT WILSON DAM, KS",1917,38.9747314,-98.4903412
3536017,6875900,"SOLOMON R NR GLEN ELDER, KS",5340,39.4738998,-98.2836685
3536087,6876000,"SOLOMON R AT BELOIT, KS",5440,39.4545097,-98.1099014
18866012,6869500,"SALINE R AT TESCOTT, KS",2820,39.003891,-97.8739319
5924798,6854500,"REPUBLICAN R AT SCANDIA, KS",23560,39.7987289,-97.793129
3539305,6876440,"SOLOMON R NR MINNEAPOLIS, KS",6060,39.1200294,-97.7112885
3539121,6876700,"SALT C NR ADA, KS",384,39.1391678,-97.8369827
5924924,6856000,"REPUBLICAN R AT CONCORDIA, KS",23560,39.5886116,-97.658371
18869658,6869950,"MULBERRY C NR SALINA, KS",261,38.8444481,-97.6683731
3541375,6876900,"SOLOMON R AT NILES, KS",6770,38.9691658,-97.4772491
5926514,6856600,"REPUBLICAN R AT CLAY CENTER, KS",24542,39.3555527,-97.1275177
18880718,6878000,"CHAPMAN C NR CHAPMAN, KS",300,39.0311089,-97.0402908
18887262,6877600,"SMOKY HILL R AT ENTERPRISE, KS",19260,38.9063873,-97.1177979
4024117,6884200,"MILL C AT WASHINGTON, KS",344,39.8136139,-97.037529
5927182,6857100,"REPUBLICAN R AT JUNCTION CITY, KS",24900,39.0427742,-96.8294525
18888354,6878600,"LYON C NR JUNCTION CITY, KS",258,38.9491653,-96.8580551
18841770,6879100,"KANSAS R AT FORT RILEY, KS",44870,39.0616646,-96.7663956
4024807,6884400,"L BLUE R NR BARNES, KS",3351,39.7258339,-96.8047409
18841318,6879650,"KINGS C NR MANHATTAN, KS",4.0900002,39.101944,-96.5952835
2279137,6887000,"BIG BLUE R NR MANHATTAN, KS",9640,39.2372169,-96.5713882
2277053,6885500,"BLACK VERMILLION R NR FRANKFORT, KS",410,39.681942,-96.4427872
3644456,6888350,"KANSAS R NR BELVUE, KS",55870,39.1930542,-96.1474915
3642310,6888000,"VERMILLION C NR WAMEGO, KS",243,39.3477745,-96.2174988
3644490,6887500,"KANSAS R AT WAMEGO, KS",55280,39.1983299,-96.3055496
3643688,6888500,"MILL C NR PAXICO, KS",318,39.0647202,-96.1691589
3645652,6889200,"SOLDIER C NR DELIA, KS",149,39.2383308,-95.8885956
3646124,6889500,"SOLDIER C NR TOPEKA, KS",290,39.0994453,-95.7249832
3646844,6889000,"KANSAS R AT TOPEKA, KS",56720,39.0666656,-95.649704
3732321,6891260,"WAKARUSA R NR RICHLAND, KS",164,38.8919449,-95.5944443
747785,6890900,"DELAWARE R AT PERRY, KS",1141,39.0750008,-95.403862
745717,6890100,"DELAWARE R NR MUSCOTAH, KS",431,39.521389,-95.532753
3729539,6891000,"KANSAS R AT LECOMPTON, KS",58460,39.0511131,-95.3863602
3733307,6891500,"WAKARUSA R NR LAWRENCE, KS",425,38.9113922,-95.2610855
3728285,6891810,"STRANGER C NR POTTER, KS",184,39.4477768,-95.1621933
2252949,6818000,"Missouri River at St. Joseph, MO",426500,39.7532501,-94.8568344
3730399,6892350,"KANSAS R AT DESOTO, KS",59756,38.9833374,-94.9646912
3729049,6892000,"STRANGER C NR TONGANOXIE, KS",406,39.1163902,-95.0108032
3730091,6892360,"KILL C AT 95TH ST NR DESOTO, KS",53.4000015,38.956665,-94.9736099
3730031,6892495,"CEDAR C NR DESOTO, KS",58.4000015,38.978054,-94.9227753
3727673,6892513,"MILL C AT JOHNSON DRIVE, SHAWNEE, KS",58.0999985,39.0291672,-94.8172226
2530553,6821190,"Platte River at Sharps Station, MO",2380,39.4009705,-94.7268295
2530269,6821150,"Little Platte River at Smithville, MO",234,39.3880539,-94.5791245
2529595,6820500,"Platte River near Agency, MO",1760,39.6880264,-94.7026138
4391417,6893000,"Missouri River at Kansas City, MO",484100,39.111721,-94.5881424
4392705,6893500,"Blue River at Kansas City, MO",188,38.9570007,-94.5588913
4392783,6893390,"INDIAN C AT STATE LINE RD, LEAWOOD, KS",64.1699982,38.9383316,-94.6077805
4392793,6893300,"INDIAN C AT OVERLAND PARK, KS",26.6000004,38.9405632,-94.6713486
4393139,6893150,"Blue River at Blue Ridge Blvd Ext in KC, MO",93.0999985,38.8894157,-94.5806656
4393325,6893100,"BLUE R AT KENNETH RD, OVERLAND PARK, KS",65.8000031,38.8422203,-94.6122208
4393405,6893080,"BLUE R NR STANLEY, KS",46,38.8125076,-94.6757889
4392931,6893350,"TOMAHAWK C NR OVERLAND PARK, KS",20.5,38.9061127,-94.6399994
4390865,6893557,"Brush Creek at Ward Parkway in Kansas City, MO",12.1999998,39.0330849,-94.6053925
2529443,6821080,"Little Platte River near Plattsburg, MO",65.4000015,39.5677795,-94.4069977
4389645,6894200,"Fishing River above Mosby, MO",44.4000015,39.3316689,-94.3368912
4391199,6893578,"Blue River at Stadium Drive in Kansas City, MO",256,39.0583382,-94.5119019
4391187,6894000,"Little Blue River near Lake City, MO",184,39.1005592,-94.3005066
4390909,6893820,Little Blue R. at Lees Summit Rd in Independence,98.1999969,39.0173607,-94.3872757
4390589,6893970,"Spring Branch Ck at Holke Rd in Independence, MO",8.3999996,39.0883369,-94.3435593
4390805,6893830,"Adair Creek at Independence, MO",5.1399999,39.0377769,-94.3633347
4390979,6893890,"East Fork Little Blue River near Blue Springs, MO",34.4000015,39.0255623,-94.3438416
4390605,6893620,"Rock Creek at Kentucky Road in Independence, MO",9.5,39.1119461,-94.4722214
4386317,6895000,"Crooked River near Richmond, MO",159,39.3326645,-93.9800034
5108288,6899700,"Shoal Creek near Braymer, MO",391,39.6684875,-93.7671204
7501510,6907700,"Blackwater River at Valley City, MO",547,38.8700142,-93.6221619
4388079,6896000,"Wakenda Creek at Carrollton, MO",256,39.3432503,-93.4855347
4388401,6895500,"Missouri River at Waverly, MO",485900,39.2150192,-93.515213
5969716,6902000,"Grand River near Sumner, MO",6880,39.6400261,-93.2736969
7500508,6908000,"Blackwater River at Blue Lick, MO",1120,38.9922409,-93.1968689
5816209,6906000,"Mussel Fork near Musselfork, MO",267,39.5235291,-92.9496384
5816473,6905500,"Chariton River near Prairie Hill, MO",1870,39.5399437,-92.7907486
5162299,6909950,"Petite Saline Creek at Hwy U nr Boonville, M0",136,38.9172211,-92.7041702
5158001,6906500,"Missouri River at Glasgow, MO",498900,39.2222519,-92.8488007
5166621,6909000,"Missouri River at Boonville, MO",500700,38.9803047,-92.7454605
5156625,6909500,"Moniteau Creek near Fayette, MO",75.0999985,39.1208344,-92.5672226
4461478,6906200,"East Fork Little Chariton River near Macon, MO",112,39.7514458,-92.5189438
5640944,5502300,"North Fork Salt River at Hagers Grove, MO",365,39.8298874,-92.2304459
5041944,5506800,"Elk Fork Salt River near Madison, MO",200,39.4348335,-92.167778
5162189,6910230,"Hinkson Creek at Columbia, MO",69.8000031,38.9277496,-92.3399429
5641176,5502500,"North Fork Salt River near Shelbina, MO",481,39.7412796,-92.0410309
5640210,5503800,"Crooked Creek near Paris, MO",80,39.5848351,-91.9934998
5039176,5506350,"Middle Fork Salt River near Holliday, MO",313,39.5241127,-92.1277466
5039952,5506100,"Long Branch near Santa Fe, MO",180,39.3558731,-91.8343353
5040010,5504800,"South Fork Salt River above Santa Fe, MO",233,39.3261528,-91.834053
4868933,5507600,"Lick Creek at Perry, MO",104,39.4314308,-91.6762695
2925495,5501000,"North River at Palmyra, MO",354,39.8170013,-91.5460281
4867791,5507800,"Salt River near Center, MO",2350,39.5740547,-91.5718079
2926561,5502000,"Bear Creek at Hannibal, MO",31,39.678196,-91.4095535
4867473,5508000,"Salt River near New London, MO",2480,39.6123352,-91.4073029
4867221,5508805,"Spencer Creek below Plum Creek near Frankford, MO",206,39.5204735,-91.3427505
2507315,5514500,"Cuivre River near Troy, MO",903,39.0088043,-90.9775314
2924333,5512500,"BAY CREEK AT PITTSFIELD, IL",39.4000015,39.6253242,-90.794014
880034,5514860,"Dardenne Creek at Old Town St. Peters, MO",102,38.8033867,-90.6351242
3598326,5586100,"ILLINOIS RIVER AT VALLEY CITY, IL",26743,39.7033806,-90.645401
5915205,5587000,"MACOUPIN CREEK NEAR KANE, IL",868,39.2342148,-90.3945618
6010106,6935965,"Missouri River at St. Charles, MO",524000,38.7888603,-90.470726
6010004,6936475,"Coldwater Creek near Black Jack, MO",40.4000015,38.8180008,-90.2512512
6009092,6935997,"Mill Creek near Florissant, MO",2.1199999,38.8484726,-90.286087
3623245,5587900,"CAHOKIA CREEK AT EDWARDSVILLE, IL",212,38.8244934,-89.974823
3623981,5588000,"INDIAN CREEK AT WANDA, IL",36.7000008,38.841713,-90.0331573
13565382,5576000,"SOUTH FORK SANGAMON RIVER NEAR ROCHESTER, IL",867,39.7422714,-89.5673141
14820569,5577500,"SPRING CREEK AT SPRINGFIELD, IL",107,39.8153267,-89.6987152
13870316,5592800,"HURRICANE CREEK NEAR MULBERRY GROVE, IL",152,38.9225464,-89.2367401
13881906,5593900,"EAST FORK SHOAL CREEK NEAR COFFEEN, IL",55.5,39.148613,-89.3525009
13572849,5573540,"SANGAMON RIVER AT ROUTE 48 AT DECATUR, IL",938,39.8311462,-88.9764709
13869098,5592575,"HICKORY CREEK NEAR BROWNSTOWN, IL",44.2000008,38.9369888,-88.9528351
13871274,5592500,"KASKASKIA RIVER AT VANDALIA, IL",1940,38.9606018,-89.0889587
13772120,5592100,"KASKASKIA RIVER NEAR COWDEN, IL",1330,39.229763,-88.8417358
13771756,5592000,"KASKASKIA RIVER AT SHELBYVILLE, IL",1054,39.4072609,-88.781456
13771802,5592050,"ROBINSON CREEK NEAR SHELBYVILLE, IL",93.0999985,39.4058723,-88.8964615
10432010,3378635,"LITTLE WABASH RIVER NEAR EFFINGHAM, IL",240,39.1039314,-88.5942154
13771194,5590800,"LAKE FORK AT ATWOOD, IL",149,39.8064232,-88.4761658
13770228,5591700,"WEST OKAW RIVER NEAR LOVINGTON, IL",112,39.731144,-88.6625671
13771102,5591550,"WHITLEY CREEK NEAR ALLENVILLE, IL",34.5999985,39.5066986,-88.5275574
10335712,3343400,"EMBARRAS RIVER NEAR CAMARGO, IL",186,39.79142,-88.1856003
13771264,5591200,"KASKASKIA RIVER AT COOKS MILLS, IL",473,39.5833664,-88.4133835
13770282,5590950,"KASKASKIA RIVER AT CHESTERVILLE, IL",358,39.7030869,-88.3864441
10340072,3345500,"EMBARRAS RIVER AT STE. MARIE, IL",1516,38.9364319,-88.0225372
10337448,3346000,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",318,39.0100403,-87.9455872
10210063,3340500,"WABASH RIVER AT MONTEZUMA, IN",11118,39.7925377,-87.373909
10286882,3342500,"BUSSERON CREEK NEAR CARLISLE, IN",228,38.9742088,-87.4258499
10288896,3342000,"WABASH RIVER AT RIVERTON, IN",13161,39.0203209,-87.568634
10286212,3341500,"WABASH RIVER AT TERRE HAUTE, IN",12263,39.4758682,-87.4189072
10209725,3341300,"BIG RACCOON CREEK AT COXVILLE, IN",448,39.6525383,-87.2936249
18470668,3360600,"SMOTHERS CREEK NR PLAINVILLE, IN",85.7300034,38.8120003,-87.1300812
18470962,3360500,"WHITE RIVER AT NEWBERRY, IN",4688,38.9275475,-87.0113983
18466390,3360000,"EEL RIVER AT BOWLING GREEN, IN",830,39.3828201,-87.0205688
10207857,3340800,"BIG RACCOON CREEK NEAR FINCASTLE, IN",139,39.8125458,-86.9538956
18476791,3353500,"EAGLE CREEK AT INDIANAPOLIS, IN",174,39.7778206,-86.250267
18476569,3353800,"WHITE LICK CREEK AT MOORESVILLE, IN",212,39.6087685,-86.3820267
18476589,3353910,"EAST FORK WHITE LICK CREEK AT MOORESVILLE, IN",124.3190002,39.628334,-86.3572235
18476513,3353890,"EAST FORK WHITE LICK CREEK NEAR CAMBY, IN",85.4700012,39.6894455,-86.3333359
18476487,3353885,"EAST FORK WHITE LICK CREEK AT BRIDGEPORT, IN",61.1199989,39.7291679,-86.3227768
18477453,3354000,"WHITE RIVER NEAR CENTERTON, IN",2444,39.4975471,-86.4005508
18464802,3357350,"PLUM CREEK NEAR BAINBRIDGE, IN",3,39.7617111,-86.729454
18464804,3357330,"BIG WALNUT CREEK NEAR ROACHDALE, IN",131,39.8161583,-86.7533417
18465674,3358000,"MILL CREEK NEAR CATARACT, IN",245,39.4335556,-86.7633896
18444090,3371650,"NORTH FORK SALT CREEK AT NASHVILLE, IND.",76.0999985,39.2017136,-86.2474899
18476509,3353637,"LITTLE BUCK CREEK NEAR INDIANAPOLIS, IN",17,39.6667137,-86.196373
18476893,3353611,"WHITE R. AT STOUT GEN. STN. AT INDIANAPOLIS, IN",1898,39.714489,-86.2005463
18476879,3353000,"WHITE RIVER AT INDIANAPOLIS, IN",1635,39.7372665,-86.1688766
18476471,3353600,"LITTLE EAGLE CREEK AT SPEEDWAY, IN",24.2999992,39.7875443,-86.2285995
18476797,3353120,"PLEASANT RUN AT ARLINGTON AV AT INDIANAPOLIS, IN",7.5799999,39.7758751,-86.0638733
18476493,3353620,"LICK CREEK AT INDIANAPOLIS, IN",15.6000004,39.7058792,-86.1035995
18460180,3361500,"BIG BLUE RIVER AT SHELBYVILLE, IN",421,39.5286598,-85.7822037
18461156,3362500,"SUGAR CREEK NEAR EDINBURGH, IN",474,39.3609161,-85.998085
18460036,3361650,"SUGAR CREEK AT NEW PALESTINE, IN",93.9000015,39.7142105,-85.8855362
18460086,3361850,"BUCK CREEK AT ACTON, IN",78.8000031,39.6569901,-85.9574814
18461820,3362000,"YOUNGS CREEK NEAR EDINBURGH, IN",107,39.4189415,-86.0049896
18461210,3363000,"DRIFTWOOD RIVER NEAR EDINBURGH, IN",1060,39.3392181,-85.9863815
18458307,3363900,"FLATROCK RIVER AT COLUMBUS, IN",534,39.2350502,-85.9266586
18458295,3363500,"FLATROCK RIVER AT ST. PAUL, IN",303,39.4175491,-85.63414
18458309,3364200,"HAW CREEK NEAR CLIFFORD, IN",47.5,39.2678299,-85.856102
18458315,3364000,"EAST FORK WHITE RIVER AT COLUMBUS, IN",1707,39.2000504,-85.9255447
18454525,3364650,"CLIFTY CREEK NEAR COLUMBUS, IN",202,39.1853294,-85.8749847
18454477,3364500,"CLIFTY CREEK AT HARTSVILLE, IN",91.4000015,39.2747726,-85.7016449
18455443,3365500,"EAST FORK WHITE RIVER AT SEYMOUR, IN",2341,38.9825516,-85.899147
18451023,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",293,38.8042221,-85.6738586
18451107,3369500,"VERNON FORK MUSCATATUCK RIVER AT VERNON, IN",198,38.9764442,-85.6196899
3925073,3276500,"WHITEWATER RIVER AT BROOKVILLE, IN",1224,39.4067192,-85.0127411
3923211,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",522,39.5794945,-85.15802
18450047,3368000,"BRUSH CREEK NEAR NEBRASKA, IN",11.3999996,39.0703316,-85.4860764
10161364,3291780,"INDIAN-KENTUCK CREEK NEAR CANAAN, IN",27.5,38.8781128,-85.2571793
3922037,3275600,"EAST FORK WHITEWATER RIVER AT ABINGTON, IN",200,39.7325478,-84.9596863
3405683,3262001,"WOOLPER CREEK AT WOOLPER ROAD NEAR BURLINGTON, KY",24.2000008,39.0299988,-84.8041687
3882696,3272700,Sevenmile Creek at Camden OH,69,39.6292191,-84.6443939
3407421,3277130,"MUD LICK CR AT HWY 42 NR BEAVERLICK, KY",36.4000015,38.8450623,-84.7207794
3407011,3277075,"GUNPOWDER CR AT CAMP ERNST RD NR UNION, KY",36.5999985,38.9941673,-84.7161102
3405581,3260050,"DRY CREEK AT SEWAGE PLANT NEAR ERLANGER, KY",12.8000002,39.0589485,-84.6160583
3405451,3260100,"ELIJAHS CREEK @ ELIJAHS CREEK RD NR HEBRON, KY",4.0300002,39.0797234,-84.6852798
3883812,3272100,Great Miami River at Middletown OH,3134,39.519886,-84.4126816
3883632,3272000,Twin Creek near Germantown OH,275,39.6378326,-84.4038315
3885878,3274000,Great Miami River at Hamilton OH,3630,39.3911667,-84.5721664
1922518,3238772,"FOURMILE CREEK AT POPLAR RIDGE RD NR ALEXANDRIA,KY",3.0999999,38.9866676,-84.3652802
3405071,3259000,Mill Creek at Carthage OH,115,39.201973,-84.4712753
3406023,3238140,"TAYLOR CREEK AT DONNERMEYER DRIVE AT BELLEVUE, KY",4.2399998,39.0972824,-84.4827194
3405393,3260015,"PLEASANT RUN CREEK AT OAK STREET NEAR LUDLOW, KY",6.3899999,39.0853386,-84.557724
2087849,3254520,"LICKING RIVER AT HWY 536 NEAR ALEXANDRIA, KY",3593,38.9203415,-84.447998
2088377,3254480,"CRUISES CREEK AT HWY 17 NR PINER, KY",18,38.8444443,-84.5322189
2087793,3254550,"BANKLICK CREEK @ HIGHWAY 1829 NR ERLANGER, KY",30,38.9805565,-84.5416641
3883754,3271601,Great Miami River below Miamisburg OH,2715,39.6067238,-84.2868881
3882066,3271000,Wolf Creek at Dayton OH,68.6999969,39.7667236,-84.2366104
3882442,3271300,Holes Creek near Kettering OH,18.7000008,39.6542244,-84.1957703
3883918,3271620,Great Miami River at Franklin OH,2727,39.5631142,-84.3049393
3883698,3270500,Great Miami River at Dayton OH,2511,39.7653351,-84.1974411
1922540,3238745,"TWELVEMILE CREEK AT HIGHWAY 1997 NR ALEXANDRIA, KY",39,38.9514542,-84.3382721
3935066,3247500,East Fork Little Miami River at Perintown OH,476,39.1370049,-84.2379913
3935804,3244936,O'Bannon Creek near Loveland OH,54.5,39.264782,-84.2327118
25243939,3245500,Little Miami River at Milford OH,1203,39.1714478,-84.2979965
3986398,3270000,Mad River near Dayton OH,635,39.7972794,-84.0885468
3935574,3246500,East Fork Little Miami River at Williamsburg OH,237,39.0525627,-84.0504913
3930910,3241500,Massies Creek at Wilberforce OH,63.2000008,39.7223892,-83.882309
3931398,3240000,Little Miami River near Oldtown OH,129,39.748394,-83.9313202
5231986,3232000,Paint Creek near Greenfield OH,249,39.3792305,-83.375473
5233206,3232500,Rocky Fork near Barretts Mills OH,140,39.218399,-83.3854675
1919636,3237500,Ohio Brush Creek near West Union OH,387,38.8036842,-83.4210205
3483935,3230800,Deer Creek at Mount Sterling OH,228,39.7150612,-83.2571335
5233256,3234000,Paint Creek near Bourneville OH,807,39.2636757,-83.1668549
5218213,3229610,Scioto River near Commercial Point OH,2272,39.774231,-83.0076828
5218143,3230500,Big Darby Creek at Darbyville OH,534,39.7006187,-83.1101837
3488041,3237020,Scioto River at Piketon OH,5836,39.0700684,-83.0196228
3486865,3231500,Scioto River at Chillicothe OH,3849,39.3414536,-82.9710159
5231404,3234300,Paint Creek at Chillicothe OH,1136,39.320343,-82.9782333
5217005,3229796,Walnut Creek at Ashville OH,274,39.7025642,-82.9629593
3486931,3234500,Scioto River at Higby OH,5131,39.2122879,-82.8637848
3483129,3230700,Scioto River at Circleville OH,3217,39.6014519,-82.9551773
15419467,3157000,Clear Creek near Rockbridge OH,89,39.588398,-82.5784912
15419475,3157500,Hocking River at Enterprise OH,459,39.5650673,-82.4746017
3368346,3202000,Raccoon Creek at Adamsville OH,585,38.8736115,-82.355835
3367446,3201980,Little Raccoon Creek near Ewington OH,99.6999969,39.0106316,-82.4521027
15420817,3158200,Monday Creek at Doanville OH,114,39.4353485,-82.1915359
3366826,3201902,Raccoon Creek near Bolins Mills OH,205,39.2305565,-82.2858353
15421121,3159500,Hocking River at Athens OH,943,39.3289604,-82.0876465
15420857,3159246,Sunday Creek below Millfield OH,126,39.4297943,-82.100975
19440277,3159540,Shade River near Chester OH,156,39.0636902,-81.8818054
15383167,3150000,Muskingum River at McConnelsville OH,7422,39.6450729,-81.8498611
15383305,3150500,"Muskingum River at Beverly, OH",20582.64063,39.5449982,-81.6405563
19415571,3155000,"LITTLE KANAWHA RIVER AT PALESTINE, WV",1516,39.0589676,-81.3895645
19418679,3154000,"WEST FORK LITTLE KANAWHA RIVER AT ROCKSDALE, WV",205,38.8442535,-81.2226181
19414869,3155220,"SOUTH FORK HUGHES RIVER BELOW MACFARLAN, WV",229,39.078968,-81.2123337
15431680,3115400,Little Muskingum River at Bloomfield OH,210,39.5631294,-81.2037201
15431972,3114500,"MIDDLE ISLAND CREEK AT LITTLE, WV",458,39.4750748,-80.9970551
3716188,3058975,"WEST FORK RIVER NEAR MOUNT CLARE, WV",368,39.2387009,-80.3589783
3717136,3058000,"WEST FORK R BL STONEWALL JACKSON DAM NR WESTON, WV",101,39.004528,-80.4733582
4353810,3052120,"BUCKHANNON RIVER AT ALTON, WV",94.6999969,38.8201027,-80.2150803
4354466,3052500,"SAND RUN NEAR BUCKHANNON, WV",14.3000002,38.9639893,-80.1525803
4352082,3057000,"TYGART VALLEY RIVER AT COLFAX, WV",1363,39.4350853,-80.132576
3715602,3061000,"WEST FORK RIVER AT ENTERPRISE, WV",759,39.4223099,-80.2759171
3769770,3061500,"BUFFALO CREEK AT BARRACKVILLE, WV",116,39.5039711,-80.17202
4352178,3054500,"TYGART VALLEY RIVER AT PHILIPPI, WV",914,39.1503754,-80.0386887
4352064,3053500,"BUCKHANNON RIVER AT HALL, WV",277,39.0512085,-80.1145248
4352070,3052000,"MIDDLE FORK RIVER AT AUDRA, WV",148,39.0395432,-80.0681381
4351512,3051000,"TYGART VALLEY RIVER AT BELINGTON, WV",406,39.0292702,-79.9359055
4350794,3056250,"THREE FORK CREEK NR GRAFTON, WV",96.8000031,39.3364792,-79.9934082
4352134,3056000,"TYGART VALLEY R AT TYGART DAM NR GRAFTON, WV",1182,39.3198128,-80.0250778
3768536,3062500,"DECKERS CREEK AT MORGANTOWN, WV",63.2000008,39.6292496,-79.9525604
3787957,3072000,"Dunkard Creek at Shannopin, PA",229,39.759243,-79.9706116
4353002,3050000,"TYGART VALLEY RIVER NEAR DAILEY, WV",185,38.8092766,-79.8817368
3776515,3068800,"SHAVERS FORK BELOW BOWDEN, WV",151,38.9131622,-79.77034
3788105,3072655,"Monongahela River near Masontown, PA",4440,39.8250771,-79.9228363
3775649,3070260,"CHEAT RIVER AT ALBRIGHT, WV",1044,39.494812,-79.6444931
3775993,3069500,"CHEAT RIVER NEAR PARSONS, WV",722,39.1228828,-79.6811752
3775187,3065000,"DRY FORK AT HENDRICKS, WV",349,39.0723305,-79.6228409
3773681,3070500,"BIG SANDY CREEK AT ROCKVILLE, WV",200,39.6217499,-79.7045593
14365490,1594950,"MCMILLAN F NEAR FORT PENDLETON, MD",2.3,39.2766953,-79.3903046
3775599,3066000,"BLACKWATER RIVER AT DAVIS, WV",85.9000015,39.1270523,-79.4683838
3775587,3065400,"BLACKWATER RIVER NEAR DAVIS, WV",54.7000008,39.1401062,-79.4197693
3809023,3081000,"Youghiogheny River below Confluence, PA",1029,39.8275757,-79.3725357
3808497,3076500,"YOUGHIOGHENY RIVER AT FRIENDSVILLE, MD",295,39.6536102,-79.4083023
3809533,3075500,"YOUGHIOGHENY RIVER NEAR OAKLAND, MD",134,39.4215851,-79.4236374
3808829,3076600,"BEAR CREEK AT FRIENDSVILLE, MD",48.9000015,39.6561394,-79.3941116
3808755,3080000,"Laurel Hill Creek at Ursina, PA",121,39.8203545,-79.3214264
3809037,3077500,"Youghiogheny River at Youghiogheny River Dam, PA",436,39.8053551,-79.3642044
8423282,1606000,"N F SOUTH BRANCH POTOMAC RIVER AT CABINS, WV",310,38.9845543,-79.2336502
8423278,1606500,"SOUTH BRANCH POTOMAC RIVER NEAR PETERSBURG, WV",651,38.9912224,-79.1758728
14364042,1597500,"SAVAGE RIV BL SAVAGE RIV DAM NEAR BLOOMINGTON, MD",106,39.5027504,-79.12397
14364088,1596500,"SAVAGE RIVER NEAR BARTON, MD",49.0999985,39.5700569,-79.101944
14365060,1595800,"NORTH BRANCH POTOMAC RIVER AT BARNUM, WV",266,39.4451103,-79.1108093
14365432,1595000,"NORTH BRANCH POTOMAC RIVER AT STEYER, MD",73.0999985,39.3018875,-79.3068924
14365250,1595300,"ABRAM CREEK AT OAKMONT, WV",42.5999985,39.3667641,-79.1789246
14364102,1597000,"CRABTREE CREEK NEAR SWANTON, MD",16.7000008,39.5013885,-79.1587524
14365188,1595500,"NORTH BRANCH POTOMAC RIVER AT KITZMILLER, MD",225,39.3938904,-79.181694
3808365,3078000,"CASSELMAN RIVER AT GRANTSVILLE, MD",62.5,39.7021942,-79.1363907
3808623,3075905,"CHERRY CREEK AT STATE PARK ROAD NEAR MCHENRY, MD",13.1000004,39.5379982,-79.3157806
8420098,1608000,"S F SOUTH BRANCH POTOMAC RIVER NR MOOREFIELD, WV",277,39.0123329,-78.9561386
14364970,1599000,"GEORGES CREEK AT FRANKLIN, MD",72.4000015,39.4939156,-79.044693
14364980,1598500,"NORTH BRANCH POTOMAC RIVER AT LUKE, MD",406,39.4789734,-79.0637741
14363552,1603000,"NORTH BRANCH POTOMAC RIVER NEAR CUMBERLAND, MD",877,39.6218071,-78.7734146
14363456,1601500,"WILLS CREEK NEAR CUMBERLAND, MD",247,39.6696129,-78.7880249
14362658,1601000,"Wills Creek below Hyndman, PA",146,39.8120308,-78.7164078
14364372,1604500,"PATTERSON CREEK NEAR HEADSVILLE, WV",221,39.4431496,-78.8219681
8420360,1608500,"SOUTH BRANCH POTOMAC RIVER NEAR SPRINGFIELD, WV",1461,39.4470406,-78.6541824
8431428,1609000,"TOWN CREEK NEAR OLDTOWN, MD",148,39.5532227,-78.5550003
8433400,1610400,"WAITES RUN NEAR WARDENSVILLE, WV",12.6000004,39.0427208,-78.5983353
8431622,1610155,"SIDELING HILL CREEK NEAR BELLEGROVE, MD",102,39.6495285,-78.3441391
8431820,1610000,"POTOMAC RIVER AT PAW PAW, WV",3129,39.5389175,-78.4563904
8431736,1611500,"CACAPON RIVER NEAR GREAT CACAPON, WV",675,39.5823174,-78.3097305
5895822,1613900,"HOGUE CREEK NEAR HAYFIELD, VA",15.8999996,39.2145462,-78.2880554
8440459,1634500,"CEDAR CREEK NEAR WINCHESTER, VA",102,39.0812187,-78.3294449
8441253,1634000,"N F SHENANDOAH RIVER NEAR STRASBURG, VA",770,38.9767761,-78.336113
8441257,1635500,"PASSAGE CREEK NEAR BUCKTON, VA",86.5,38.9581642,-78.2666702
5892862,1613525,"LICKING CREEK AT PECTONVILLE, MD",193,39.6762772,-78.0425262
5893280,1613095,"TONOLOWAY CREEK NEAR HANCOCK, MD",111,39.7063599,-78.1527481
5893170,1614000,"BACK CREEK NEAR JONES SPRINGS, WV",235,39.512043,-78.0372238
5895964,1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",58.2000008,39.1747208,-78.078331
5895892,1616100,"DRY MARSH RUN NEAR BERRYVILLE, VA",11,39.1925926,-78.068634
5893338,1613000,"POTOMAC RIVER AT HANCOCK, MD",4064,39.6975555,-78.177887
5907079,1631000,"S F SHENANDOAH RIVER AT FRONT ROYAL, VA",1634,38.9140015,-78.2108307
5891232,1614500,"CONOCOCHEAGUE CREEK AT FAIRVIEW, MD",494,39.7163887,-77.8247757
5894384,1616500,"OPEQUON CREEK NEAR MARTINSBURG, WV",273,39.4237099,-77.9386063
5894272,1618100,"ROCKYMARSH RUN AT SCRABBLE, WV",15.8999996,39.4830818,-77.8318329
5894280,1617000,"TUSCARORA CREEK ABOVE MARTINSBURG, WV",11.3000002,39.4695435,-77.9713898
8445070,1636500,"SHENANDOAH RIVER AT MILLVILLE, WV",3041,39.2820473,-77.7891617
8444776,1636464,"BULLSKIN RUN BELOW KABLETOWN, WV",21.7999992,39.2115822,-77.8348618
